symbol,name,sector,industry,market_cap,country
SLG,SL Green Realty Corp.,Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
SLG-PI,SL Green Realty Corp.,Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
SLGC,SomaLogic Inc. Class A Common Stock,Health Care,Biotechnology,Small Cap,United States
SLGCW,SomaLogic Inc. Warrant,Health Care,Biotechnology,Nano Cap,United States
SLGD,Scott's Liquid Gold-Inc.,Consumer Staples,Household Products,Nano Cap,United States
SLGG,"Super League Gaming, Inc.",Communication Services,Interactive Media & Services,Nano Cap,United States
SLGN,Silgan Holdings Inc.,Consumer Discretionary,Distributors,Mid Cap,United States
SLG^I,SL Green Realty Corporation Preferred Series I,Real Estate,,,United States
SLM,SLM Corporation,Financials,Consumer Finance,Mid Cap,United States
SLMBP,SLM Corporation,Financials,Consumer Finance,Large Cap,United States
SLMNP,"A. Schulman, Inc.",Materials,Chemicals,Large Cap,United States
SLND,Southland Holdings Inc. Common Stock,Industrials,Construction & Engineering,Micro Cap,United States
SLNG,"Stabilis Solutions, Inc.",Energy,,Micro Cap,United States
SLNH,Soluna Holdings Inc. Common Stock,Information Technology,Software,Micro Cap,United States
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,Information Technology,Software,Small Cap,United States
SLNM,"Salon Media Group, Inc.",Communication Services,Diversified Telecommunication Services,Nano Cap,United States
SLNO,"Soleno Therapeutics, Inc.",Health Care,Biotechnology,Mid Cap,United States
SLNX,"Solanbridge Group, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
SLOT,San Lotus Holding Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Nano Cap,United States
SLP,"Simulations Plus, Inc.",Health Care,Health Care Providers & Services,Micro Cap,United States
SLQT,SelectQuote Inc,Financials,Insurance,Micro Cap,United States
SLRC,SLR Investment Corp.,Financials,Capital Markets,Small Cap,United States
SLRK,"Solera National Bancorp, Inc.",Financials,Banks,Nano Cap,United States
SLRN,ACELYRIN INC. Common Stock,Health Care,,Micro Cap,United States
SLRX,"Salarius Pharmaceuticals, Inc.",Health Care,Biotechnology,Nano Cap,United States
SLS,"SELLAS Life Sciences Group, Inc.",Health Care,Biotechnology,Small Cap,United States
SLSN,Solesence Inc. Common Stock,Consumer Staples,Household Products,Micro Cap,United States
SLTN,"Silverton Energy, Inc.",Financials,Diversified Financial Services,Nano Cap,United States
SLTZ,"Solar Thin Films, Inc.",Consumer Discretionary,Specialty Retail,Nano Cap,United States
SLUP,"Solucorp Industries, Ltd.",Industrials,Trading Companies & Distributors,Nano Cap,United States
SLVM,Sylvamo Corporation Common Stock,Materials,Paper & Forest Products,Small Cap,United States
SLVR,SilverSPAC Inc. Class A Ordinary Share,Financials,Diversified Financial Services,Nano Cap,United States
SLVRU,SilverSPAC Inc. Unit,Financials,Diversified Financial Services,Nano Cap,United States
SLVRW,SilverSPAC Inc. Warrant,Financials,Diversified Financial Services,Nano Cap,United States
SM,SM Energy Company,Energy,"Oil, Gas & Consumable Fuels",Mid Cap,United States
SMA,SmartStop Self Storage REIT Inc. Common Stock,Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
SMAA,"SMA Alliance, Inc.",Information Technology,Software,Nano Cap,United States
SMAL,"Summit Bancshares, Inc.",Financials,Banks,Nano Cap,United States
SMAP,SportsMap Tech Acquisition Corp. Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
SMAPU,SportsMap Tech Acquisition Corp. Units,Financials,Diversified Financial Services,Nano Cap,United States
SMAPW,SportsMap Tech Acquisition Corp. Warrants,Financials,Diversified Financial Services,Nano Cap,United States
SMAR,SMARTSHEET INC.,Information Technology,Software,Mid Cap,United States
SMAS,"Somatic Systems, Inc.",Health Care,,Nano Cap,United States
SMBC,"Southern Missouri Bancorp, Inc.",Financials,Banks,Small Cap,United States
SMBK,"SmartFinancial, Inc.",Financials,Banks,Small Cap,United States
SMC,Summit Midstream Corporation Common Stock,Energy,"Oil, Gas & Consumable Fuels",Small Cap,United States
SMCE,"SMC Entertainment, Inc.",Communication Services,Diversified Telecommunication Services,Micro Cap,United States
SMCI,"Super Micro Computer, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Large Cap,United States
SMCIP,Super Micro Computer Inc. Depositary Shares representing a 1/20th Interest in a Share of 7% Series A Mandatory Convertible Preferred Stock,Information Technology,"Technology Hardware, Storage & Peripherals",Large Cap,United States
SMDM,"The Singing Machine Company, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
SMEBF,RH,Consumer Discretionary,Specialty Retail,Large Cap,United States
SMED,Sharps Compliance Corp.,Industrials,Transportation Infrastructure,Micro Cap,United States
SMEV,"Simulated Environment Concepts, Inc.",Health Care,Health Care Equipment & Supplies,Nano Cap,United States
SMFL,Smart for Life Inc. Common Stock ,Consumer Staples,Food & Staples Retailing,Nano Cap,United States
SMG,The Scotts Miracle-Gro Company,Materials,Construction Materials,Mid Cap,United States
SMGI,SMG Industries Inc.,Energy,Energy Equipment & Services,Nano Cap,United States
SMHI,SEACOR Marine Holdings Inc.,Industrials,Marine,Micro Cap,United States
SMID,Smith-Midland Corporation,Materials,Construction Materials,Micro Cap,United States
SMIT,"Schmitt Industries, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
SMKG,Smart Card Marketing Systems Inc.,Information Technology,Software,Nano Cap,United States
SMLP,"Summit Midstream Partners, LP",Energy,"Oil, Gas & Consumable Fuels",Small Cap,United States
SMLR,"Semler Scientific, Inc.",Health Care,Health Care Technology,Small Cap,United States
SMM,Salient Midstream & MLP Fund,Financials,Capital Markets,Micro Cap,United States
SMME,"SmartMetric, Inc.",Information Technology,Software,Nano Cap,United States
SMMF,"Summit Financial Group, Inc.",Financials,Banks,Small Cap,United States
SMMR,Symmetry Technologies Inc.,Consumer Staples,Food & Staples Retailing,,United States
SMMT,Summit Therapeutics Inc.,Health Care,Biotechnology,Large Cap,United States
SMP,"Standard Motor Products, Inc.",Consumer Discretionary,Auto Components,Small Cap,United States
SMPL,The Simply Good Foods Company,Consumer Staples,Food & Staples Retailing,Small Cap,United States
SMPP,Strategic Management and Opportunity Corporation,Financials,Diversified Financial Services,Nano Cap,United States
SMPR,"Standard Metals Processing, Inc.",Materials,Metals & Mining,Nano Cap,United States
SMPRD,"Standard Metals Processing, Inc.",Materials,Metals & Mining,Nano Cap,United States
SMR,NuScale Power Corporation Class A Common Stock,Industrials,Electrical Equipment,Mid Cap,United States
SMRL,"Simtrol, Inc.",Information Technology,Software,Nano Cap,United States
SMRT,SmartRent Inc. Class A Common Stock,Information Technology,Software,Micro Cap,United States
SMSI,"Smith Micro Software, Inc.",Information Technology,Software,Nano Cap,United States
SMTC,Semtech Corporation,Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap,United States
SMTI,Sanara MedTech Inc.,Health Care,Health Care Equipment & Supplies,Micro Cap,United States
SMVE,"Smart Move, Inc.",Industrials,,Nano Cap,United States
SMVI,"Social Media Ventures, Inc.",Communication Services,,Nano Cap,United States
SMVR,"Smart Ventures, Inc.",Energy,,Nano Cap,United States
SMXT,Solarmax Technology Inc. Common Stock,Energy,,Nano Cap,United States
SNA,Snap-on Incorporated,Industrials,Building Products,Large Cap,United States
SNAL,Snail Inc. Class A Common Stock,Information Technology,,Nano Cap,United States
SNAP,Snap Inc.,Communication Services,Diversified Telecommunication Services,Mid Cap,United States
SNAX,Stryve Foods Inc. Class A Common Stock,Consumer Staples,Food & Staples Retailing,Nano Cap,United States
SNAXW,Stryve Foods Inc. Warrant,Consumer Staples,Food & Staples Retailing,Nano Cap,United States
SNBH,Sentient Brands Holdings Inc.,Consumer Staples,Household Products,Nano Cap,United States
SNBR,Sleep Number Corporation,Consumer Discretionary,Household Durables,Micro Cap,United States
SNCE,Science 37 Holdings Inc. Common Stock,Information Technology,Software,Nano Cap,United States
SNCR,"Synchronoss Technologies, Inc.",Information Technology,Software,Micro Cap,United States
SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,Information Technology,Software,Micro Cap,United States
SNCY,"Sun Country Airlines Holdings, Inc.",Industrials,Airlines,Small Cap,United States
SND,"Smart Sand, Inc.",Energy,Energy Equipment & Services,Micro Cap,United States
SNDA,Sonida Senior Living Inc. Common Stock,Health Care,Health Care Equipment & Supplies,Small Cap,United States
SNDD,RedHawk Holdings Corp.,Health Care,Health Care Technology,Nano Cap,United States
SNDEQ,Sundance Energy Inc.,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
SNDH,Standard Holdings Group Inc,Financials,,,United States
SNDK,Sandisk Corporation Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Large Cap,United States
SNDKV,Sandisk Corporation Common Stock When-Issued,Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap,United States
SNDR,"Schneider National, Inc.",Industrials,Transportation Infrastructure,Mid Cap,United States
SNDX,Syndax Pharmaceuticals Inc,Health Care,Biotechnology,Small Cap,United States
SNDZ,"Sunridge International, Inc.",Health Care,Health Care Technology,Nano Cap,United States
SNES,"SenesTech, Inc.",Materials,Chemicals,Nano Cap,United States
SNFCA,Security National Financial Corporation,Financials,Consumer Finance,Micro Cap,United States
SNGX,"Soligenix, Inc.",Health Care,Biotechnology,Nano Cap,United States
SNGXW,"Soligenix, Inc.",Health Care,Biotechnology,Micro Cap,United States
SNGY,Synrgy Corp.,Financials,Diversified Financial Services,Nano Cap,United States
SNHO,Shonghoya Intl Group Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,Nano Cap,United States
SNII,Supernova Partners Acquisition ,Financials,Diversified Financial Services,Small Cap,United States
SNII-UN,Supernova Partners Acquisition ,Financials,Diversified Financial Services,Small Cap,United States
SNIIU,Supernova Partners Acquisition ,Financials,Diversified Financial Services,Small Cap,United States
SNLC,Security National Corporation,Financials,Banks,,United States
SNLP,Syntrol Corp.,Materials,Construction Materials,Nano Cap,United States
SNLS,San Luis Trust Bank FSB,Financials,Banks,Nano Cap,United States
SNMBQ,Sona Mobile Holdings Corp.,Information Technology,,Nano Cap,United States
SNMN,"SNM Global Holdings, Inc.",Communication Services,Entertainment,Micro Cap,United States
SNMP,Evolve Transition Infrastructure LP,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
SNNAQ,"Sienna Biopharmaceuticals, Inc.",Health Care,Biotechnology,Nano Cap,United States
SNNC,"Sibannac, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
SNNF,Seneca Financial Corp.,Financials,Banks,Nano Cap,United States
SNNSF,SenSen Networks Limited,Financials,Diversified Financial Services,Micro Cap,United States
SNNY,"Sunnyside Bancorp, Inc.",Financials,Banks,Nano Cap,United States
SNOA,"Sonoma Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
SNOW,"Snowflake, Inc.",Information Technology,Software,Large Cap,United States
SNPO,Snap One Holdings Corp. Common Stock,Consumer Discretionary,,Small Cap,United States
SNPR,TORTOISE ACQUISITION CORP.,Financials,Diversified Financial Services,Small Cap,United States
SNPR-UN,TORTOISE ACQUISITION CORP.,Financials,Diversified Financial Services,Small Cap,United States
SNPR-WT,TORTOISE ACQUISITION CORP.,Financials,Diversified Financial Services,Small Cap,United States
SNPS,"Synopsys, Inc.",Information Technology,Software,Large Cap,United States
SNPW,Sun Pacific Holding Corp.,Information Technology,"Technology Hardware, Storage & Peripherals",Nano Cap,United States
SNPX,"Synaptogenix, Inc.",Health Care,Biotechnology,Nano Cap,United States
SNR,Senior Plc,Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
SNRH,Senior Connect Acquisition Corp. I,Financials,Diversified Financial Services,Nano Cap,United States
SNRHU,Senior Connect Acquisition Corp. I,Financials,Diversified Financial Services,Nano Cap,United States
SNRHW,Senior Connect Acquisition Corp. I,Financials,Diversified Financial Services,Nano Cap,United States
SNRR,"Super Nova Resources, Inc.",Information Technology,,Nano Cap,United States
SNRS,"Sunrise Consulting Group, Inc.",Energy,,Nano Cap,United States
SNRY,"Solar Energy Initiatives, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Nano Cap,United States
SNSE,"Sensei Biotherapeutics, Inc.",Health Care,Biotechnology,Nano Cap,United States
SNSGF,"Sense Technologies, Inc.",Consumer Discretionary,Auto Components,Nano Cap,United States
SNST,"Sunset Capital Assets, Inc.",Consumer Staples,Household Products,Nano Cap,United States
SNTE,Sante Technology Holdings Inc.,Materials,Construction Materials,,United States
SNTI,Senti Biosciences Inc. Common Stock,Health Care,Biotechnology,Nano Cap,United States
SNTW,Summit Networks Inc.,Financials,Diversified Financial Services,Micro Cap,United States
SNTX,"Suntex Enterprises, Inc.",Financials,Capital Markets,,United States
SNV,Synovus Financial Corp.,Financials,Banks,Mid Cap,United States
SNV-PD,Synovus Financial Corp.,Financials,Banks,Mid Cap,United States
SNV-PE,Synovus Financial Corp.,Financials,Banks,Mid Cap,United States
SNVP,Savoy Energy Corporation,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,Financials,,,United States
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,Financials,,,United States
SNWR,Sanwire Corporation,Communication Services,Entertainment,Nano Cap,United States
SNWV,"SANUWAVE Health, Inc.",Health Care,Health Care Technology,Micro Cap,United States
SNX,TD SYNNEX Corporation,Information Technology,IT Services,Large Cap,United States
SNYL,"Sunnylife Global, Inc.",Health Care,,Nano Cap,United States
SNYR,Synergy CHC Corp.,Health Care,Health Care Providers & Services,Nano Cap,United States
SO,The Southern Company,Utilities,Electric Utilities,Large Cap,United States
SOAC,Sustainable Opportunities Acqui,Financials,Diversified Financial Services,Small Cap,United States
SOAC-UN,Sustainable Opportunities Acqui,Financials,Diversified Financial Services,Small Cap,United States
SOAC-WT,Sustainable Opportunities Acqui,Financials,Diversified Financial Services,Small Cap,United States
SOAN,"AngioSoma, Inc.",Health Care,Biotechnology,Nano Cap,United States
SOAR,Volato Group Inc. Class A Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
SOBR,"SOBR Safe, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
SOBS,Solvay Bank Corp.,Financials,Banks,Nano Cap,United States
SOCAU,Solarius Capital Acquisition Corp. Units,Financials,Diversified Financial Services,Nano Cap,United States
SODE,"Social Detention, Inc.",Industrials,Construction & Engineering,Nano Cap,United States
SODI,"Solitron Devices, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Nano Cap,United States
SOEN,Solar Enertech Corp.,Information Technology,"Technology Hardware, Storage & Peripherals",Nano Cap,United States
SOFI,"SoFi Technologies, Inc.",Financials,Consumer Finance,Large Cap,United States
SOFIW,"SoFi Technologies, Inc.",Financials,Consumer Finance,Large Cap,United States
SOFO,"Sonic Foundry, Inc.",Information Technology,Software,Nano Cap,United States
SOFT,"SofTech, Inc.",Information Technology,Software,Nano Cap,United States
SOHI,"Sortis Holdings, Inc.",Financials,Thrifts & Mortgage Finance,Nano Cap,United States
SOHL,Southern Trust Securities Holding Corp.,Financials,Capital Markets,Nano Cap,United States
SOHO,Sotherly Hotels Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),Nano Cap,United States
SOHOB,Sotherly Hotels Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
SOHON,Sotherly Hotels Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
SOHOO,Sotherly Hotels Inc.,Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
SOI,"Solaris Oilfield Infrastructure, Inc.",Energy,Energy Equipment & Services,Small Cap,United States
SOIS,"Striker Oil & Gas, Inc.",Energy,,Nano Cap,United States
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,,Electric Utilities,Large Cap,United States
SOJF,Southern Company (The) Series 2025A 6.50% Junior Subordinated Notes due March 15 2085,Materials,Metals & Mining,Nano Cap,United States
SOL,ReneSola Ltd,Information Technology,"Technology Hardware, Storage & Peripherals",Micro Cap,United States
SOLI,"Solei Systems, Inc.",Health Care,,Nano Cap,United States
SOLS,Sollensys Corp.,Financials,Diversified Financial Services,Large Cap,United States
SOLSV,Solstice Advanced Materials Inc. Common Stock When Issued,Industrials,Aerospace & Defense,Mid Cap,United States
SOLU,"Solutions Group, Inc.",Energy,Energy Equipment & Services,Nano Cap,United States
SOLV,Solventum Corporation Common Stock,Health Care,Health Care Technology,Large Cap,United States
SOLY,"Soliton, Inc.",Health Care,Health Care Technology,Small Cap,United States
SOMC,"Southern Michigan Bancorp, Inc.",Financials,Banks,Nano Cap,United States
SOME,Somerset Trust Holding Company,Financials,Banks,Micro Cap,United States
SOMN,Southern Company (The) 2025 Series A Corporate Units,Materials,Metals & Mining,Large Cap,United States
SON,Sonoco Products Company,Consumer Discretionary,Distributors,Mid Cap,United States
SOND,Sonder Holdings Inc. Class A Common Stock,Consumer Discretionary,,Nano Cap,United States
SONM,"Sonim Technologies, Inc.",Information Technology,Communications Equipment,Nano Cap,United States
SONN,"Sonnet BioTherapeutics Holdings, Inc.",Health Care,Biotechnology,Nano Cap,United States
SONO,"Sonos, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Small Cap,United States
SONR,Sonar Radio Corp.,Information Technology,"Electronic Equipment, Instruments & Components",,United States
SONT,"Seen On Screen TV, Inc.",Consumer Discretionary,,Nano Cap,United States
SONX,Sonendo Inc. Common Stock,Health Care,Health Care Technology,Nano Cap,United States
SOPA,Society Pass Incorporated Common Stock,Information Technology,Software,Nano Cap,United States
SOPK,SouthPeak Interactive Corporation,Communication Services,Interactive Media & Services,Nano Cap,United States
SOPV,"Solar Park Initiatives, Inc.",Energy,,Nano Cap,United States
SOR,"Source Capital, Inc.",Financials,Capital Markets,Small Cap,United States
SORNU,Soren Acquisition Corp. Unit,Financials,Diversified Financial Services,Nano Cap,United States
SORNW,Soren Acquisition Corp. Warrant,Financials,Diversified Financial Services,Nano Cap,United States
SORT,"inc.jet Holding, Inc.",Industrials,Commercial Services & Supplies,Nano Cap,United States
SOSO,Storage Computer Corporation,Information Technology,,Nano Cap,United States
SOTK,Sono-Tek Corporation,Information Technology,"Electronic Equipment, Instruments & Components",Micro Cap,United States
SOUB,"SouthPoint Bancshares, Inc.",Financials,Banks,,United States
SOUN,SoundHound AI Inc Class A Common Stock,Information Technology,Software,Mid Cap,United States
SOUNW,SoundHound AI Inc. Warrant,Information Technology,Software,Small Cap,United States
SOUPQ,"Soupman, Inc.",Consumer Staples,Food & Staples Retailing,Nano Cap,United States
SOVO,Sovos Brands Inc. Common Stock,Consumer Staples,Food & Staples Retailing,Mid Cap,United States
SOWG,Sow Good Inc.,Consumer Staples,Food & Staples Retailing,Nano Cap,United States
SOYO,Soyo Group Inc.,Information Technology,,Nano Cap,United States
SP,SP Plus Corporation,Industrials,Professional Services,Small Cap,United States
SPAI,Safe Pro Group Inc. Common Stock,Industrials,,Micro Cap,United States
SPAQ,Spartan Acquisition Corp. II,Financials,Diversified Financial Services,Small Cap,United States
SPAQ-UN,Spartan Acquisition Corp. II,Financials,Diversified Financial Services,Small Cap,United States
SPAQ-WT,Spartan Acquisition Corp. II,Financials,Diversified Financial Services,Small Cap,United States
SPAQU,Spartan Acquisition Corp. II,Financials,Diversified Financial Services,Small Cap,United States
SPB,"Spectrum Brands Holdings, Inc.",Consumer Staples,Household Products,Small Cap,United States
SPBV,"Sports Pouch Beverage Co., Inc.",Consumer Staples,Beverages,Nano Cap,United States
SPCE,"Virgin Galactic Holdings, Inc.",Industrials,Aerospace & Defense,Micro Cap,United States
SPCM,Sound Point Acquisition Corp I Ltd Class A Ordinary Share,Financials,Diversified Financial Services,Nano Cap,United States
SPCMU,Sound Point Acquisition Corp I Ltd Unit,Financials,Diversified Financial Services,Nano Cap,United States
SPCMW,Sound Point Acquisition Corp I Ltd Warrant,Financials,Diversified Financial Services,Nano Cap,United States
SPCO,The Stephan Co.,Consumer Staples,Household Products,Nano Cap,United States
SPDC,"Speed Commerce, Inc.",Information Technology,Software,Nano Cap,United States
SPDL,"Spindle, Inc.",Financials,Diversified Financial Services,Nano Cap,United States
SPE,"Special Opportunities Fund, Inc.",Financials,Capital Markets,Nano Cap,United States
SPEC,"SpectralCast, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
SPECW,Spectaire Holdings Inc. Warrant,Financials,,Nano Cap,United States
SPE^C,Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock Series C,Financials,,,United States
SPFI,"South Plains Financial, Inc.",Financials,Banks,Small Cap,United States
SPFR,Jaws Spitfire Acquisition Corpo,Financials,Diversified Financial Services,Small Cap,United States
SPFR-UN,Jaws Spitfire Acquisition Corpo,Financials,Diversified Financial Services,Small Cap,United States
SPFR-WT,Jaws Spitfire Acquisition Corpo,Financials,Diversified Financial Services,Small Cap,United States
SPG,"Simon Property Group, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Large Cap,United States
SPG-PJ,"Simon Property Group, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Large Cap,United States
SPGC,Sacks Parente Golf Inc. Common Stock,Consumer Discretionary,,Nano Cap,United States
SPGI,S&P Global Inc.,Financials,Capital Markets,Large Cap,United States
SPGS,Simon Property Group Acquisitio,Financials,Diversified Financial Services,Small Cap,United States
SPGS-UN,Simon Property Group Acquisitio,Financials,Diversified Financial Services,Small Cap,United States
SPGS-WT,Simon Property Group Acquisitio,Financials,Diversified Financial Services,Small Cap,United States
SPGX,Sustainable Projects Group Inc.,Industrials,Industrial Conglomerates,Nano Cap,United States
SPGZ,"Spectrum Group International, Inc.",Consumer Discretionary,Specialty Retail,Nano Cap,United States
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,Real Estate,,,United States
SPH,"Suburban Propane Partners, L.P.",Utilities,Gas Utilities,Small Cap,United States
SPHA,Shepherd Ave Capital Acquisition Corporation Class A Ordinary shares,Financials,,Nano Cap,United States
SPHAR,Shepherd Ave Capital Acquisition Corporation Right,Financials,,Nano Cap,United States
SPHAU,Shepherd Ave Capital Acquisition Corporation Unit,Financials,,Nano Cap,United States
SPHM,"Spotlight Homes, Inc.",Information Technology,,Nano Cap,United States
SPHR,Sphere Entertainment Co.,Consumer Discretionary,,Mid Cap,United States
SPHS,"Sophiris Bio, Inc.",Health Care,Biotechnology,Nano Cap,United States
SPIN,"Spine Injury Solutions, Inc.",Health Care,Health Care Equipment & Supplies,Nano Cap,United States
SPKB,Silver Spike Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
SPKBU,Silver Spike Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
SPKBW,Silver Spike Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
SPKE,"Spark Energy, Inc.",Utilities,Electric Utilities,Small Cap,United States
SPKEP,"Spark Energy, Inc.",Utilities,Electric Utilities,Small Cap,United States
SPLK,Splunk Inc.,Information Technology,Software,Large Cap,United States
SPLM,Sentry Petroleum Ltd,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
SPLP,Steel Partners Holdings L.P.,Industrials,Industrial Conglomerates,Small Cap,United States
SPLP-PA,Steel Partners Holdings L.P.,Industrials,Industrial Conglomerates,Small Cap,United States
SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,Industrials,,,United States
SPLY,"SocialPlay USA, Inc.",Communication Services,Interactive Media & Services,Nano Cap,United States
SPMI,"Speedemissions, Inc.",Consumer Discretionary,Automobiles,Nano Cap,United States
SPND,Spindletop Oil & Gas Co.,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
SPNE,SeaSpine Holdings Corporation,Health Care,Health Care Technology,Small Cap,United States
SPNV,Supernova Partners Acquisition ,Financials,Diversified Financial Services,Small Cap,United States
SPNV-UN,Supernova Partners Acquisition ,Financials,Diversified Financial Services,Small Cap,United States
SPNV-WT,Supernova Partners Acquisition ,Financials,Diversified Financial Services,Small Cap,United States
SPNVU,Supernova Partners Acquisition ,Financials,Diversified Financial Services,Small Cap,United States
SPOC,Spectrum Technology Corporation,Information Technology,,,United States
SPOI,"SPO Networks, Inc.",Financials,Diversified Financial Services,Micro Cap,United States
SPOK,"Spok Holdings, Inc.",Communication Services,Diversified Telecommunication Services,Micro Cap,United States
SPPH,Spencer Pharmaceutical Inc.,Health Care,,Nano Cap,United States
SPPI,"SPECTRUM PHARMACEUTICALS, INC.",Health Care,Biotechnology,Micro Cap,United States
SPQS,"SportsQuest, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Nano Cap,United States
SPR,"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense,Mid Cap,United States
SPRB,"Spruce Biosciences, Inc.",Health Care,Biotechnology,Micro Cap,United States
SPRN,"Supernova Energy, Inc.",Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
SPRO,"Spero Therapeutics, Inc.",Health Care,Biotechnology,Micro Cap,United States
SPRQ,Spartan Acquisition Corp. II,Financials,Diversified Financial Services,Small Cap,United States
SPRQ-UN,Spartan Acquisition Corp. II,Financials,Diversified Financial Services,Small Cap,United States
SPRQ-WT,Spartan Acquisition Corp. II,Financials,Diversified Financial Services,Small Cap,United States
SPRT,"Support.com, Inc.",Information Technology,Software,Micro Cap,United States
SPRU,Spruce Power Holding Corporation Class A Common Stock,Information Technology,Semiconductors & Semiconductor Equipment,Micro Cap,United States
SPRV,"Web To Door, Inc.",Financials,Diversified Financial Services,,United States
SPRY,ARS Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology,Small Cap,United States
SPSC,"SPS Commerce, Inc.",Information Technology,Software,Mid Cap,United States
SPSO,"Spectacular Solar, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Nano Cap,United States
SPT,"Sprout Social, Inc.",Information Technology,Software,Small Cap,United States
SPTK,SportsTek Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
SPTKU,SportsTek Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
SPTKW,SportsTek Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
SPTN,SpartanNash Company,Consumer Staples,Food & Staples Retailing,Small Cap,United States
SPVNF,Spectra7 Microsystems Inc.,Information Technology,Semiconductors & Semiconductor Equipment,Nano Cap,United States
SPWH,"Sportsman's Warehouse Holdings, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Nano Cap,United States
SPWR,SunPower Corporation,Information Technology,"Technology Hardware, Storage & Peripherals",Micro Cap,United States
SPWRW,Complete Solaria Inc. Warrants,Information Technology,Semiconductors & Semiconductor Equipment,Nano Cap,United States
SPXA,"SpectrumDNA, Inc.",Information Technology,IT Services,Nano Cap,United States
SPXC,SPX Corporation,Industrials,Machinery,Large Cap,United States
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Financials,Capital Markets,Nano Cap,United States
SPYR,"SPYR, Inc.",Communication Services,Interactive Media & Services,Nano Cap,United States
SQ,"Square, Inc.",Information Technology,Software,Large Cap,United States
SQBG,"Sequential Brands Group, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Nano Cap,United States
SQCC,Square Chain Corp.,Information Technology,Software,Nano Cap,United States
SQCF,"Susquehanna Community Financial, Inc.",Financials,Banks,Nano Cap,United States
SQFL,SQL Technologies Corp.,Information Technology,"Electronic Equipment, Instruments & Components",Micro Cap,United States
SQFT,"Presidio Property Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Nano Cap,United States
